player_code,player_id,first_name,second_name,web_name,team_code,position,clean_name
437499,200,Maxence,Lacroix,Lacroix,8,Defender,Lacroix
549939,560,Mike,Penders,Penders,8,Goalkeeper,Penders
622758,561,Aaron,Anselmino,Anselmino,8,Defender,Anselmino
543158,568,Valentín,Barco,Barco,8,Midfielder,Barco
428580,104,Frank,Onyeka,Onyeka,9,Midfielder,Onyeka
472739,110,Carl,Rushworth,Rushworth,9,Goalkeeper,Rushworth
484389,171,Oliver,Dovin,Dovin,9,Goalkeeper,Dovin
110690,172,Ben,Wilson,Wilson,9,Goalkeeper,Wilson
461102,173,Bobby,Thomas,Thomas,9,Defender,Thomas
436761,174,Liam,Kitching,Kitching,9,Defender,Kitching
451284,175,Milan,van Ewijk,van Ewijk,9,Defender,van Ewijk
173878,176,Jay,Dasilva,Dasilva,9,Defender,Dasilva
465390,177,Kaine,Kesler-Hayden,Kesler-Hayden,9,Defender,Kesler-Hayden
80178,178,Jake,Bidwell,Bidwell,9,Defender,Bidwell
204813,179,Joel,Latibeaudiere,Latibeaudiere,9,Defender,Latibeaudiere
220583,180,Luke,Woolfenden,Woolfenden,9,Defender,Woolfenden
577411,181,Miguel,Brau,Brau,9,Defender,Brau
539142,182,Aurèle,Amenda,Amenda,9,Defender,Amenda
480457,183,Jack,Rudoni,Rudoni,9,Midfielder,Rudoni
168144,184,Matt,Grimes,Grimes,9,Midfielder,Grimes
501459,185,Tatsuhiro,Sakamoto,Sakamoto,9,Midfielder,Sakamoto
241293,186,Ephron,Mason-Clark,Mason-Clark,9,Midfielder,Mason-Clark
439668,187,Josh,Eccles,Eccles,9,Midfielder,Eccles
226965,188,Victor,Torp,Torp,9,Midfielder,Torp
684268,189,George,Shepherd,Shepherd,9,Midfielder,Shepherd
469272,190,Loum,Tchaouna,Tchaouna,9,Midfielder,Tchaouna
492498,191,Raphael,Borges Rodrigues,Borges Rodrigues,9,Midfielder,Borges Rodrigues
629397,192,Kaine,Andrews,Andrews,9,Midfielder,Andrews
176412,193,Haji,Wright,Wright,9,Forward,Wright
230730,194,Brandon,Thomas-Asante,Thomas-Asante,9,Forward,Thomas-Asante
218997,195,Ellis,Simms,Simms,9,Forward,Simms
551262,196,Jahnoah,Markelo,Markelo,9,Forward,Markelo
549653,197,Norman,Bassette,Bassette,9,Forward,Bassette
172649,198,Dean,Henderson,Henderson,31,Goalkeeper,Henderson
121709,199,Walter,Benítez,Benitez,31,Goalkeeper,Benitez
247348,201,Daniel,Muñoz Mejía,Muñoz,31,Defender,Munoz
427623,202,Chris,Richards,Richards,31,Defender,Richards
651426,203,Jaydee,Canvot,Canvot,31,Defender,Canvot
244723,204,Tyrick,Mitchell,Mitchell,31,Defender,Mitchell
218364,205,Borna,Sosa,Sosa,31,Defender,Sosa
515621,206,Chadi,Riad Dnanou,Chadi Riad,31,Defender,Chadi Riad
242313,207,Oscar,Mingueza,Mingueza,31,Defender,Mingueza
232185,208,Ismaïla,Sarr,Sarr,31,Midfielder,Sarr
242898,209,Brennan,Johnson,Johnson,31,Midfielder,Johnson
496221,210,Adam,Wharton,Wharton,31,Midfielder,Wharton
488024,211,Yéremy,Pino Santos,Yeremy,31,Midfielder,Yeremy
108413,212,Will,Hughes,Hughes,31,Midfielder,Hughes
152551,213,Jefferson,Lerma Solís,Lerma,31,Midfielder,Lerma
209400,214,Daichi,Kamada,Kamada,31,Midfielder,Kamada
489706,215,Justin,Devenny,Devenny,31,Midfielder,Devenny
606921,216,Romain,Esse,Esse,31,Midfielder,Esse
536694,217,Matheus,França de Oliveira,M.França,31,Midfielder,M.Franca
438464,218,Cheick,Doucouré,Doucouré,31,Midfielder,Doucoure
450542,219,Jesurun,Rak-Sakyi,J.Rak-Sakyi,31,Midfielder,J.Rak-Sakyi
590014,220,Rio,Cardines,Cardines,31,Defender,Cardines
672492,221,Joél,Drakes-Thomas,Drakes-Thomas,31,Midfielder,Drakes-Thomas
247412,222,Jørgen,Strand Larsen,Strand Larsen,31,Forward,Strand Larsen
231747,223,Jean-Philippe,Mateta,Mateta,31,Forward,Mateta
205533,224,Eddie,Nketiah,Nketiah,31,Forward,Nketiah
660392,225,Christantus,Uche,Uche,31,Forward,Uche
169593,555,Remi,Matthews,Matthews,31,Goalkeeper,Matthews
128295,21,Christian,Nørgaard,Nørgaard,11,Midfielder,Nørgaard
111234,226,Jordan,Pickford,Pickford,11,Goalkeeper,Pickford
229600,227,Mark,Travers,Travers,11,Goalkeeper,Travers
138001,228,Tom,King,King,11,Goalkeeper,King
17761,229,James,Tarkowski,Tarkowski,11,Defender,Tarkowski
480455,230,Jarrad,Branthwaite,Branthwaite,11,Defender,Branthwaite
106611,231,Michael,Keane,Keane,11,Defender,Keane
512462,232,Jake,O'Brien,O'Brien,11,Defender,O'Brien
224967,233,Vitalii,Mykolenko,Mykolenko,11,Defender,Mykolenko
243571,234,Nathan,Patterson,Patterson,11,Defender,Patterson
499300,235,Adam,Aznou,Aznou,11,Defender,Aznou
215413,236,Kiernan,Dewsbury-Hall,Dewsbury-Hall,11,Midfielder,Dewsbury-Hall
440993,237,Iliman,Ndiaye,Ndiaye,11,Midfielder,Ndiaye
232928,239,James,Garner,Garner,11,Midfielder,Garner
490094,240,Tim,Iroegbunam,Iroegbunam,11,Midfielder,Iroegbunam
433154,241,Dwight,McNeil,McNeil,11,Midfielder,McNeil
550615,242,Tyrique,George,George,11,Midfielder,George
502697,243,Carlos,Alcaraz Durán,Alcaraz,11,Midfielder,Alcaraz
609873,244,Harrison,Armstrong,Armstrong,11,Midfielder,Armstrong
496661,245,Tyler,Dibling,Dibling,11,Midfielder,Dibling
513466,246,Merlin,Röhl,Röhl,11,Midfielder,Rohl
244860,247,Hayden,Hackney,Hackney,11,Midfielder,Hackney
486385,248,Norberto Bercique,Gomes Betuncal,Beto,11,Forward,Beto
586309,249,Thierno,Barry,Barry,11,Forward,Barry
80201,250,Bernd,Leno,Leno,54,Goalkeeper,Leno
86873,251,Benjamin,Lecomte,Lecomte,54,Goalkeeper,Lecomte
505079,252,Alfie,McNally,McNally,54,Goalkeeper,McNally
174874,253,Joachim,Andersen,Andersen,54,Defender,Andersen
169528,254,Antonee,Robinson,Robinson,54,Defender,Robinson
246301,255,Jorge,Cuenca Barreno,J.Cuenca,54,Defender,J.Cuenca
167074,256,Kenny,Tete,Tete,54,Defender,Tete
232892,257,Calvin,Bassey,Bassey,54,Defender,Bassey
166477,258,Timothy,Castagne,Castagne,54,Defender,Castagne
153133,261,Alex,Iwobi,Iwobi,54,Midfielder,Iwobi
209289,262,Emile,Smith Rowe,Smith Rowe,54,Midfielder,Smith Rowe
560552,263,Kevin,Santos Lopes de Macedo,Kevin,54,Midfielder,Kevin
477555,264,Oscar,Bobb,Bobb,54,Midfielder,Bobb
207189,265,Sander,Berge,Berge,54,Midfielder,Berge
76357,266,Tom,Cairney,Cairney,54,Midfielder,Cairney
212314,267,Saša,Lukić,Lukić,54,Midfielder,Lukic
577725,268,Josh,King,King,54,Midfielder,King
184349,269,Ryan,Sessegnon,Sessegnon,54,Defender,Sessegnon
153366,270,Harrison,Reed,Reed,54,Midfielder,Reed
244042,271,Rodrigo,Muniz Carvalho,Muniz,54,Forward,Muniz
631786,272,Jonah,Kusi-Asare,Kusi-Asare,54,Forward,Kusi-Asare
551466,569,Gonzalo,García,García,54,Forward,Garcia
571779,570,César,Palacios,Palacios,54,Midfielder,Palacios
167825,273,Dillon,Phillips,Phillips,88,Goalkeeper,Phillips
105666,274,Jack,Butland,Butland,88,Goalkeeper,Butland
494950,275,Harvey,Cartwright,Cartwright,88,Goalkeeper,Cartwright
444307,276,Thimothée,Lo-Tutala,Lo-Tutala,88,Goalkeeper,Lo-Tutala
108416,277,John,Egan,Egan,88,Defender,Egan
501902,278,Charlie,Hughes,Hughes,88,Defender,Hughes
146426,279,Semi,Ajayi,Ajayi,88,Defender,Ajayi
193278,280,Lewie,Coyle,Coyle,88,Defender,Coyle
433590,281,Cody,Drameh,Drameh,88,Defender,Drameh
232351,282,Ryan,Giles,Giles,88,Defender,Giles
449428,283,Matty,Jacob,Jacob,88,Defender,Jacob
661800,284,Cathal,McCarthy,McCarthy,88,Defender,McCarthy
160817,285,Paddy,McNair,McNair,88,Defender,McNair
540324,286,Mohamed,Belloumi,Belloumi,88,Midfielder,Belloumi
232905,287,Liam,Millar,Millar,88,Midfielder,Millar
171270,288,Kieran,Dowell,Dowell,88,Midfielder,Dowell
101282,289,Matt,Crooks,Crooks,88,Midfielder,Crooks
243413,290,Regan,Slater,Slater,88,Midfielder,Slater
465525,291,Eliot,Matazo,Matazo,88,Midfielder,Matazo
208481,292,Abdülkadir,Ömür,Ömür,88,Midfielder,Omur
490161,293,Abu,Kamara,Kamara,88,Midfielder,Kamara
553783,294,Óscar,Zambrano,Zambrano,88,Midfielder,Zambrano
169432,295,Oli,McBurnie,McBurnie,88,Forward,McBurnie
470294,297,Darko,Gyabi,Gyabi,88,Midfielder,Gyabi
500957,298,Enis,Destan,Destan,88,Forward,Destan
534392,299,Mason,Burstow,Burstow,88,Forward,Burstow
169359,556,Matt,Targett,Targett,88,Defender,Targett
445028,563,Hidemasa,Morita,Morita,88,Midfielder,Morita
473284,572,Konstantinos,Tzolakis,Tzolakis,88,Goalkeeper,Tzolakis
219924,259,Issa,Diop,Diop,40,Defender,Diop
108813,300,Christian,Walton,Walton,40,Goalkeeper,Walton
112520,301,Alex,Palmer,Palmer,40,Goalkeeper,Palmer
50093,302,David,Button,Button,40,Goalkeeper,Button
183015,303,Cédric,Kipré,Kipré,40,Defender,Kipre
216616,304,Dara,O'Shea,O'Shea,40,Defender,O'Shea
455084,305,Leif,Davis,Davis,40,Defender,Davis
449429,306,Jacob,Greaves,Greaves,40,Defender,Greaves
222018,307,Ben,Johnson,Johnson,40,Defender,Johnson
176420,308,Darnell,Furlong,Furlong,40,Defender,Furlong
501390,309,Marcelino,Núñez,Núñez,40,Midfielder,Nunez
241117,310,Azor,Matusiwa,Matusiwa,40,Midfielder,Matusiwa
149929,311,Wes,Burns,Burns,40,Midfielder,Burns
231899,312,Jack,Taylor,Taylor,40,Midfielder,Taylor
443261,313,Jack,Clarke,Clarke,40,Midfielder,Clarke
229164,314,Chiedozie,Ogbene,Ogbene,40,Midfielder,Ogbene
531442,315,Abdul,Fatawu,Fatawu,40,Midfielder,Fatawu
543968,316,Emersonn,Correia da Silva,Emersonn,40,Forward,Emersonn
222625,317,George,Hirst,Hirst,40,Forward,Hirst
481624,318,Jaden,Philogene,Philogene,40,Midfielder,Philogene
172453,319,Sam,Szmodics,Szmodics,40,Midfielder,Szmodics
147675,320,Chuba,Akpom,Akpom,40,Forward,Akpom
557012,321,Sindre,Walle Egeli,Walle Egeli,40,Forward,Walle Egeli
462387,322,Ali,Al-Hamadi,Al-Hamadi,40,Forward,Al-Hamadi
461587,323,Kasey,McAteer,McAteer,40,Midfielder,McAteer
232457,324,Anis,Mehmeti,Mehmeti,40,Midfielder,Mehmeti
546600,554,Kayne,van Oevelen,Van Oevelen,40,Goalkeeper,Van Oevelen
442967,562,Daizen,Maeda,Maeda,40,Midfielder,Maeda
240514,564,Kjell,Scherpen,Scherpen,40,Goalkeeper,Scherpen
216055,571,Florentino Ibrain,Morris Luís,Florentino,40,Midfielder,Florentino
153682,260,Harry,Wilson,Wilson,2,Midfielder,Wilson
201595,326,Lucas Estella,Perri,Perri,2,Goalkeeper,Perri
434752,327,Jaka,Bijol,Bijol,2,Defender,Bijol
214225,329,Joe,Rodon,Rodon,2,Defender,Rodon
226182,330,Jayden,Bogle,Bogle,2,Defender,Bogle
243526,331,Gabriel,Gudmundsson,Gudmundsson,2,Defender,Gudmundsson
220627,332,James,Justin,Justin,2,Defender,Justin
437738,333,Sebastiaan,Bornauw,Bornauw,2,Defender,Bornauw
522047,334,Tarik,Muharemović,Muharemović,2,Defender,Muharemovic
466525,335,Anton,Stach,Stach,2,Midfielder,Stach
435997,336,Noah,Okafor,Okafor,2,Midfielder,Okafor
427637,337,Brenden,Aaronson,Aaronson,2,Midfielder,Aaronson
199598,338,Ethan,Ampadu,Ampadu,2,Midfielder,Ampadu
180135,339,Sean,Longstaff,Longstaff,2,Midfielder,Longstaff
462635,340,Joe,Gelhardt,Gelhardt,2,Midfielder,Gelhardt
492859,341,Wilfried,Gnonto,Gnonto,2,Midfielder,Gnonto
221399,342,Jack,Harrison,Harrison,2,Midfielder,Harrison
200617,343,Daniel,James,James,2,Midfielder,James
486520,344,Ilia,Gruev,Gruev,2,Midfielder,Gruev
248056,345,Tanaka,Ao,Tanaka,2,Midfielder,Tanaka
177815,346,Dominic,Calvert-Lewin,Calvert-Lewin,2,Forward,Calvert-Lewin
174594,347,Lukas,Nmecha,Nmecha,2,Forward,Nmecha
235826,348,Joël,Piroe,Piroe,2,Forward,Piroe
565297,349,Mateo,Joseph Fernández-Regatillo,Mateo Joseph,2,Forward,Mateo Joseph
432720,385,James,Trafford,Trafford,2,Goalkeeper,Trafford
116535,350,Alisson,Becker,A.Becker,14,Goalkeeper,A.Becker
449027,351,Giorgi,Mamardashvili,Mamardashvili,14,Goalkeeper,Mamardashvili
155503,352,Freddie,Woodman,Woodman,14,Goalkeeper,Woodman
586268,353,Armin,Pecsi,Pecsi,14,Goalkeeper,Pecsi
432987,354,Vitezslav,Jaros,Jaros,14,Goalkeeper,Jaros
464353,355,Harvey,Davies,Davies,14,Goalkeeper,Davies
97032,356,Virgil,van Dijk,Virgil,14,Defender,Virgil
216094,357,Jeremie,Frimpong,Frimpong,14,Defender,Frimpong
544877,358,Milos,Kerkez,Kerkez,14,Defender,Kerkez
171287,359,Joe,Gomez,Gomez,14,Defender,Gomez
492777,360,Conor,Bradley,Bradley,14,Defender,Bradley
519440,361,Wellity,Lucky,Lucky,14,Defender,Lucky
606702,362,Jeremy,Jacquet,Jacquet,14,Defender,Jacquet
647681,363,Giovanni,Leoni,Leoni,14,Defender,Leoni
214285,364,Kostas,Tsimikas,Tsimikas,14,Defender,Tsimikas
489580,365,Calvin,Ramsay,Ramsay,14,Defender,Ramsay
494595,366,Florian,Wirtz,Wirtz,14,Midfielder,Wirtz
243298,367,Cody,Gakpo,Gakpo,14,Midfielder,Gakpo
424876,368,Dominik,Szoboszlai,Szoboszlai,14,Midfielder,Szoboszlai
611922,369,Rio,Ngumoha,Ngumoha,14,Midfielder,Ngumoha
223541,370,Federico,Chiesa,Chiesa,14,Midfielder,Chiesa
441266,371,Ryan,Gravenberch,Gravenberch,14,Midfielder,Gravenberch
243016,372,Alexis,Mac Allister,Mac Allister,14,Midfielder,Mac Allister
206915,373,Curtis,Jones,C.Jones,14,Midfielder,C.Jones
158983,374,Endo,Wataru,Endo,14,Midfielder,Endo
591386,375,Trey,Nyoni,Nyoni,14,Midfielder,Nyoni
535928,376,Stefan,Bajčetić Maquieira,Bajcetic,14,Midfielder,Bajcetic
551499,377,Victor,Munoz,Munoz,14,Midfielder,Munoz
491501,378,James,McConnell,McConnell,14,Midfielder,McConnell
219168,379,Alexander,Isak,Isak,14,Forward,Isak
510663,380,Hugo,Ekitiké,Ekitiké,14,Forward,Ekitike
514514,381,Lewis,Koumas,Koumas,14,Midfielder,Koumas
500058,382,Jayden,Danns,Danns,14,Forward,Danns
444884,383,Harvey,Elliott,Elliott,14,Midfielder,Elliott
114283,238,Jack,Grealish,Grealish,43,Midfielder,Grealish
204936,384,Gianluigi,Donnarumma,Donnarumma,43,Goalkeeper,Donnarumma
122074,386,Marcus,Bettinelli,Bettinelli,43,Goalkeeper,Bettinelli
472769,387,Nico,O'Reilly,O'Reilly,43,Defender,O'Reilly
209036,388,Marc,Guéhi,Guéhi,43,Defender,Guehi
465351,389,Matheus,Nunes,Matheus N.,43,Defender,Matheus N.
171314,390,Rúben,dos Santos Gato Alves Dias,Rúben,43,Defender,Ruben
477424,391,Joško,Gvardiol,Gvardiol,43,Defender,Gvardiol
448514,392,Rayan,Aït-Nouri,Aït-Nouri,43,Defender,Ait-Nouri
578153,393,Abdukodir,Khusanov,Khusanov,43,Defender,Khusanov
494307,394,Max,Alleyne,Alleyne,43,Defender,Alleyne
477064,395,Rico,Lewis,Lewis,43,Defender,Lewis
616222,396,Vitor,de Oliveira Nunes dos Reis,Vitor Reis,43,Defender,Vitor Reis
437730,397,Antoine,Semenyo,Semenyo,43,Midfielder,Semenyo
209244,398,Phil,Foden,Foden,43,Midfielder,Foden
466052,399,Rayan,Cherki,Cherki,43,Midfielder,Cherki
248875,400,Jérémy,Doku,Doku,43,Midfielder,Doku
438234,401,Omar,Marmoush,Marmoush,43,Forward,Marmoush
220566,402,Rodrigo 'Rodri',Hernandez Cascante,Rodrigo,43,Midfielder,Rodrigo
510281,403,Sávio,Moreira de Oliveira,Savinho,43,Midfielder,Savinho
433036,404,Tijjani,Reijnders,Reijnders,43,Midfielder,Reijnders
465694,405,Nico,González Iglesias,N.Gonzalez,43,Midfielder,N.Gonzalez
91651,406,Mateo,Kovačić,Kovačić,43,Midfielder,Kovacic
575204,407,Claudio,Echeverri,Echeverri,43,Midfielder,Echeverri
155405,408,Kalvin,Phillips,Phillips,43,Midfielder,Phillips
590039,409,Divine,Mukasa,Mukasa,43,Midfielder,Mukasa
649208,410,Jeremy,Monga,Monga,43,Midfielder,Monga
223094,411,Erling,Haaland,Haaland,43,Forward,Haaland
215379,481,Elliot,Anderson,Anderson,43,Midfielder,Anderson
166989,43,Youri,Tielemans,Tielemans,1,Midfielder,Tielemans
532605,162,Andrey,Nascimento dos Santos,Andrey Santos,1,Midfielder,Andrey Santos
59735,325,Karl,Darlow,Darlow,1,Goalkeeper,Darlow
465247,412,Senne,Lammens,Lammens,1,Goalkeeper,Lammens
451302,413,Altay,Bayındır,Bayindir,1,Goalkeeper,Bayindir
21205,414,Tom,Heaton,Heaton,1,Goalkeeper,Heaton
596777,415,Patrick,Dorgu,Dorgu,1,Midfielder,Dorgu
209365,416,Matthijs,de Ligt,De Ligt,1,Defender,De Ligt
216051,417,Diogo,Dalot Teixeira,Dalot,1,Defender,Dalot
95658,418,Harry,Maguire,Maguire,1,Defender,Maguire
221820,419,Lisandro,Martínez,Martinez,1,Defender,Martinez
550864,420,Leny,Yoro,Yoro,1,Defender,Yoro
606745,421,Ayden,Heaven,Heaven,1,Defender,Heaven
230001,422,Noussair,Mazraoui,Mazraoui,1,Defender,Mazraoui
106760,423,Luke,Shaw,Shaw,1,Defender,Shaw
577974,424,Harry,Amass,Amass,1,Defender,Amass
547676,425,Tyler,Fredricson,Fredricson,1,Defender,Fredricson
141746,426,Bruno,Borges Fernandes,B.Fernandes,1,Midfielder,B.Fernandes
446008,427,Bryan,Mbeumo,Mbeumo,1,Midfielder,Mbeumo
430871,428,Matheus,Santos Carneiro da Cunha,Cunha,1,Midfielder,Cunha
176297,429,Marcus,Rashford,Rashford,1,Midfielder,Rashford
184341,430,Mason,Mount,Mount,1,Midfielder,Mount
493250,431,Amad,Diallo,Amad,1,Midfielder,Amad
516895,432,Kobbie,Mainoo,Mainoo,1,Midfielder,Mainoo
232112,433,Manuel,Ugarte Ribeiro,Ugarte,1,Midfielder,Ugarte
547037,434,Jack,Fletcher,J.Fletcher,1,Midfielder,J.Fletcher
576628,435,Shea,Lacey,Lacey,1,Midfielder,Lacey
490881,436,Toby,Collyer,Collyer,1,Midfielder,Collyer
576620,437,Bendito,Mantato,Bendito Mantato,1,Midfielder,Bendito Mantato
519913,438,Tyler,Fletcher,Fletcher,1,Midfielder,Fletcher
485711,439,Benjamin,Sesko,Šeško,1,Forward,Sesko
458249,440,Joshua,Zirkzee,Zirkzee,1,Forward,Zirkzee
596047,441,Chido,Obi,Obi,1,Forward,Obi
98747,442,Nick,Pope,Pope,4,Goalkeeper,Pope
81441,443,Mark,Gillespie,Gillespie,4,Goalkeeper,Gillespie
554578,444,Ewen,Jaouen,Jaouen,4,Goalkeeper,Jaouen
465642,445,Malick,Thiaw,Thiaw,4,Defender,Thiaw
119471,446,Fabian,Schär,Schär,4,Defender,Schar
220237,447,Sven,Botman,Botman,4,Defender,Botman
78916,448,Dan,Burn,Burn,4,Defender,Burn
487838,449,Lewis,Hall,Hall,4,Defender,Hall
441191,450,Tino,Livramento,Livramento,4,Defender,Livramento
545477,451,Alex,Murphy,A.Murphy,4,Defender,A.Murphy
208706,452,Bruno,Guimarães Rodriguez Moura,Bruno G.,4,Midfielder,Bruno G.
201666,453,Harvey,Barnes,Barnes,4,Midfielder,Barnes
449434,454,Anthony,Elanga,Elanga,4,Midfielder,Elanga
232653,456,Jacob,Ramsey,J.Ramsey,4,Midfielder,J.Ramsey
114243,457,Jacob,Murphy,J.Murphy,4,Midfielder,J.Murphy
180974,458,Joelinton Cássio,Apolinário de Lira,Joelinton,4,Midfielder,Joelinton
547719,459,Lewis,Miley,L.Miley,4,Midfielder,L.Miley
200089,460,Joe,Willock,Willock,4,Midfielder,Willock
611665,461,Bazoumana,Touré,Touré,4,Midfielder,Toure
636852,462,Sean,Steur,Steur,4,Midfielder,Steur
470313,463,Nick,Woltemade,Woltemade,4,Forward,Woltemade
216646,464,Yoane,Wissa,Wissa,4,Forward,Wissa
538207,465,William,Osula,Osula,4,Forward,Osula
